"","country","ccode","year","tier","minstand","efforts","TRAFFICKING_FLOWS","source","source_order","transit","transit_order","destination","destination_order","internal","TRAFFICKING_TYPES","psource","ptransit","pdest","pinternal","lsource","ltransit","ldest","linternal","dsource","dtransit","ddest","dinternal","dssource","dstransit","dsdest","dsinternal","cpsource","cptransit","cpdest","cpinternal","clsource","cltransit","cldest","clinternal","cssource","cstransit","csdest","csinternal","PROSECUTION","domesticlaws","enforcement","convictinfo","prosnum","PROTECTION","protectprogress","victimid","victimservices","victimpunish","PREVENTION","preventprogress","INTERNATIONAL_LAWS","UNP_sign","UNP_rat","ILO182","ILO29","ILO105","CEDAW_sign","CEDAW_rat","UNCRC_sign","UNCRC_rat","conflict_sign","conflict_rat"
"852","Cameroon",471,2011,2,-1,0,NA,1,1,1,2,1,3,1,NA,1,0,0,1,1,1,1,1,0,0,0,0,0,0,0,1,0,0,0,1,1,1,1,1,0,0,0,0,NA,1,1,-1,NA,NA,1,-1,1,0,NA,1,NA,"13 Dec 2000Ê","Ê6 Feb 2006Ê",2002-06-05,1960-06-07,1962-09-03,"Ê6 Jun 1983Ê","23 Aug 1994Ê","Ê5 Oct 2001Ê","","Ê5 Oct 2001Ê","Ê4 Feb 2013Ê"
"853","Nigeria",475,2001,2,-1,1,NA,1,1,1,2,1,3,1,NA,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,1,0,0,NA,NA,0,0,0,0,NA,0,NA,"13 Dec 2000Ê","28 Jun 2001Ê",2002-10-02,1960-10-17,1960-10-17,"23 Apr 1984Ê","13 Jun 1985Ê","Ê8 Sep 2000Ê","27 Sep 2010Ê","Ê8 Sep 2000Ê","25 Sep 2012Ê"
"854","Nigeria",475,2002,2,-1,1,NA,1,1,1,2,1,3,0,NA,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,NA,1,0,0,NA,NA,0,0,0,0,NA,1,NA,"13 Dec 2000Ê","28 Jun 2001Ê",2002-10-02,1960-10-17,1960-10-17,"23 Apr 1984Ê","13 Jun 1985Ê","Ê8 Sep 2000Ê","27 Sep 2010Ê","Ê8 Sep 2000Ê","25 Sep 2012Ê"
"855","Nigeria",475,2003,2,-1,1,NA,1,1,1,2,1,3,1,NA,1,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,NA,2,2,1,30,NA,1,0,-1,0,NA,2,NA,"13 Dec 2000Ê","28 Jun 2001Ê",2002-10-02,1960-10-17,1960-10-17,"23 Apr 1984Ê","13 Jun 1985Ê","Ê8 Sep 2000Ê","27 Sep 2010Ê","Ê8 Sep 2000Ê","25 Sep 2012Ê"
"856","Nigeria",475,2004,2,-1,1,NA,1,1,1,2,1,3,1,NA,1,0,0,0,1,0,1,1,0,0,0,0,1,0,0,0,1,0,0,0,1,0,1,1,0,0,0,0,NA,2,2,1,0,NA,1,0,-1,0,NA,1,NA,"13 Dec 2000Ê","28 Jun 2001Ê",2002-10-02,1960-10-17,1960-10-17,"23 Apr 1984Ê","13 Jun 1985Ê","Ê8 Sep 2000Ê","27 Sep 2010Ê","Ê8 Sep 2000Ê","25 Sep 2012Ê"
"857","Nigeria",475,2005,2,-1,1,NA,1,1,1,2,1,3,1,NA,1,0,0,0,1,0,1,1,0,0,0,0,1,0,0,0,1,0,0,0,1,0,1,1,0,0,0,0,NA,2,2,1,8,NA,1,0,1,0,NA,1,NA,"13 Dec 2000Ê","28 Jun 2001Ê",2002-10-02,1960-10-17,1960-10-17,"23 Apr 1984Ê","13 Jun 1985Ê","Ê8 Sep 2000Ê","27 Sep 2010Ê","Ê8 Sep 2000Ê","25 Sep 2012Ê"
"858","Nigeria",475,2006,2,-1,1,NA,1,1,1,2,1,3,1,NA,1,1,1,1,1,1,1,1,0,0,0,0,1,1,1,1,1,0,0,0,1,1,1,1,0,0,0,0,NA,2,2,1,21,NA,1,0,1,-1,NA,2,NA,"13 Dec 2000Ê","28 Jun 2001Ê",2002-10-02,1960-10-17,1960-10-17,"23 Apr 1984Ê","13 Jun 1985Ê","Ê8 Sep 2000Ê","27 Sep 2010Ê","Ê8 Sep 2000Ê","25 Sep 2012Ê"
"859","Nigeria",475,2007,2,-1,1,NA,1,1,1,2,1,3,1,NA,1,1,1,1,1,1,1,1,0,0,0,0,1,0,0,1,1,1,1,1,1,1,1,1,0,0,0,0,NA,2,1,1,23,NA,1,0,1,-1,NA,2,NA,"13 Dec 2000Ê","28 Jun 2001Ê",2002-10-02,1960-10-17,1960-10-17,"23 Apr 1984Ê","13 Jun 1985Ê","Ê8 Sep 2000Ê","27 Sep 2010Ê","Ê8 Sep 2000Ê","25 Sep 2012Ê"
"860","Nigeria",475,2008,2,-1,1,NA,1,1,1,2,1,3,1,NA,1,1,1,1,1,1,1,1,0,0,0,0,1,1,0,1,1,1,1,1,1,1,1,1,0,0,0,0,NA,2,2,1,62,NA,1,-1,1,-1,NA,1,NA,"13 Dec 2000Ê","28 Jun 2001Ê",2002-10-02,1960-10-17,1960-10-17,"23 Apr 1984Ê","13 Jun 1985Ê","Ê8 Sep 2000Ê","27 Sep 2010Ê","Ê8 Sep 2000Ê","25 Sep 2012Ê"
"861","Nigeria",475,2009,1,1,1,NA,1,1,1,2,1,3,1,NA,1,1,1,1,1,1,1,1,0,0,0,0,1,0,0,1,1,1,1,1,1,1,1,1,0,0,0,0,NA,2,2,1,37,NA,1,0,1,-1,NA,2,NA,"13 Dec 2000Ê","28 Jun 2001Ê",2002-10-02,1960-10-17,1960-10-17,"23 Apr 1984Ê","13 Jun 1985Ê","Ê8 Sep 2000Ê","27 Sep 2010Ê","Ê8 Sep 2000Ê","25 Sep 2012Ê"
"862","Nigeria",475,2010,1,1,1,NA,1,1,1,2,1,3,1,NA,1,1,1,1,1,1,1,1,0,0,0,0,1,0,0,1,1,1,1,1,1,1,1,1,1,1,1,0,NA,2,2,1,26,NA,1,1,1,-1,NA,2,NA,"13 Dec 2000Ê","28 Jun 2001Ê",2002-10-02,1960-10-17,1960-10-17,"23 Apr 1984Ê","13 Jun 1985Ê","Ê8 Sep 2000Ê","27 Sep 2010Ê","Ê8 Sep 2000Ê","25 Sep 2012Ê"
"863","Nigeria",475,2011,1,1,2,NA,1,1,1,2,1,3,1,NA,1,1,1,1,1,1,1,1,0,0,0,0,1,0,0,1,1,1,1,1,1,1,1,1,0,0,0,0,NA,2,2,1,12,NA,-1,-1,1,-1,NA,2,NA,"13 Dec 2000Ê","28 Jun 2001Ê",2002-10-02,1960-10-17,1960-10-17,"23 Apr 1984Ê","13 Jun 1985Ê","Ê8 Sep 2000Ê","27 Sep 2010Ê","Ê8 Sep 2000Ê","25 Sep 2012Ê"
"864","Gabon",481,2001,3,-1,-1,NA,0,0,0,0,1,1,0,NA,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,NA,-1,0,1,0,NA,0,0,-1,-1,NA,0,NA,"","22 Sep 2010 a",2001-03-28,1960-10-14,1961-05-29,"17 Jul 1980Ê","21 Jan 1983Ê","Ê8 Sep 2000Ê","Ê1 Oct 2007Ê","Ê8 Sep 2000Ê","21 Sep 2010Ê"
"865","Gabon",481,2002,2,-1,1,NA,0,0,0,0,1,1,0,NA,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,NA,-1,0,0,NA,NA,0,-1,1,-1,NA,0,NA,"","22 Sep 2010 a",2001-03-28,1960-10-14,1961-05-29,"17 Jul 1980Ê","21 Jan 1983Ê","Ê8 Sep 2000Ê","Ê1 Oct 2007Ê","Ê8 Sep 2000Ê","21 Sep 2010Ê"
"866","Gabon",481,2003,2,-1,1,NA,0,0,0,0,1,1,0,NA,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,NA,-1,0,0,NA,NA,0,0,-1,-1,NA,0,NA,"","22 Sep 2010 a",2001-03-28,1960-10-14,1961-05-29,"17 Jul 1980Ê","21 Jan 1983Ê","Ê8 Sep 2000Ê","Ê1 Oct 2007Ê","Ê8 Sep 2000Ê","21 Sep 2010Ê"
"867","Gabon",481,2004,2,-1,1,NA,0,0,0,0,1,1,0,NA,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,NA,-1,0,1,0,NA,0,0,1,0,NA,0,NA,"","22 Sep 2010 a",2001-03-28,1960-10-14,1961-05-29,"17 Jul 1980Ê","21 Jan 1983Ê","Ê8 Sep 2000Ê","Ê1 Oct 2007Ê","Ê8 Sep 2000Ê","21 Sep 2010Ê"
"868","Gabon",481,2005,2,-1,1,NA,0,0,0,0,1,1,0,NA,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,NA,1,2,1,8,NA,1,0,1,0,NA,2,NA,"","22 Sep 2010 a",2001-03-28,1960-10-14,1961-05-29,"17 Jul 1980Ê","21 Jan 1983Ê","Ê8 Sep 2000Ê","Ê1 Oct 2007Ê","Ê8 Sep 2000Ê","21 Sep 2010Ê"
"869","Gabon",481,2006,2,-1,1,NA,0,0,0,0,1,1,0,NA,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,NA,1,2,1,2,NA,1,1,1,-1,NA,2,NA,"","22 Sep 2010 a",2001-03-28,1960-10-14,1961-05-29,"17 Jul 1980Ê","21 Jan 1983Ê","Ê8 Sep 2000Ê","Ê1 Oct 2007Ê","Ê8 Sep 2000Ê","21 Sep 2010Ê"
"870","Gabon",481,2007,2,-1,1,NA,0,0,0,0,1,1,0,NA,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,NA,1,2,1,12,NA,1,0,1,-1,NA,2,NA,"","22 Sep 2010 a",2001-03-28,1960-10-14,1961-05-29,"17 Jul 1980Ê","21 Jan 1983Ê","Ê8 Sep 2000Ê","Ê1 Oct 2007Ê","Ê8 Sep 2000Ê","21 Sep 2010Ê"
"871","Gabon",481,2008,2,-1,1,NA,0,0,0,0,1,1,1,NA,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,NA,1,2,1,8,NA,1,-1,1,-1,NA,2,NA,"","22 Sep 2010 a",2001-03-28,1960-10-14,1961-05-29,"17 Jul 1980Ê","21 Jan 1983Ê","Ê8 Sep 2000Ê","Ê1 Oct 2007Ê","Ê8 Sep 2000Ê","21 Sep 2010Ê"
"872","Gabon",481,2009,2,-1,1,NA,0,0,0,0,1,1,1,NA,0,0,1,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,NA,1,2,1,0,NA,1,-1,1,1,NA,1,NA,"","22 Sep 2010 a",2001-03-28,1960-10-14,1961-05-29,"17 Jul 1980Ê","21 Jan 1983Ê","Ê8 Sep 2000Ê","Ê1 Oct 2007Ê","Ê8 Sep 2000Ê","21 Sep 2010Ê"
"873","Gabon",481,2010,2,-1,1,NA,0,0,1,2,1,1,0,NA,0,1,1,0,0,1,1,0,0,0,0,0,0,0,1,0,0,1,1,0,0,1,1,0,0,0,0,0,NA,1,2,1,0,NA,1,1,1,0,NA,2,NA,"","22 Sep 2010 a",2001-03-28,1960-10-14,1961-05-29,"17 Jul 1980Ê","21 Jan 1983Ê","Ê8 Sep 2000Ê","Ê1 Oct 2007Ê","Ê8 Sep 2000Ê","21 Sep 2010Ê"
"874","Gabon",481,2011,2,-1,2,NA,0,0,1,2,1,1,0,NA,0,1,1,0,0,1,1,0,0,0,0,0,0,0,1,0,0,1,1,0,0,1,1,0,0,0,0,0,NA,1,2,1,0,NA,1,1,1,0,NA,1,NA,"","22 Sep 2010 a",2001-03-28,1960-10-14,1961-05-29,"17 Jul 1980Ê","21 Jan 1983Ê","Ê8 Sep 2000Ê","Ê1 Oct 2007Ê","Ê8 Sep 2000Ê","21 Sep 2010Ê"
"875","Central African Republic",482,2006,2,-1,1,NA,1,1,0,0,1,2,1,NA,1,0,1,1,1,0,1,1,0,0,0,0,1,0,1,1,1,0,1,1,1,0,1,1,0,0,0,0,NA,1,1,1,0,NA,-1,0,-1,0,NA,1,NA,"","Ê6 Oct 2006 a",2000-06-28,1960-10-27,1964-06-09,"","21 Jun 1991 a","27 Sep 2010Ê","24 Oct 2012Ê","27 Sep 2010Ê",""
"876","Central African Republic",482,2007,2,-1,1,NA,1,1,1,2,1,3,1,NA,1,1,1,1,1,1,1,1,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,NA,1,1,-1,NA,NA,1,0,-1,-1,NA,1,NA,"","Ê6 Oct 2006 a",2000-06-28,1960-10-27,1964-06-09,"","21 Jun 1991 a","27 Sep 2010Ê","24 Oct 2012Ê","27 Sep 2010Ê",""
"877","Central African Republic",482,2008,2,-1,1,NA,1,1,1,2,1,3,1,NA,1,1,1,1,1,1,1,1,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,NA,1,1,-1,NA,NA,1,-1,-1,1,NA,1,NA,"","Ê6 Oct 2006 a",2000-06-28,1960-10-27,1964-06-09,"","21 Jun 1991 a","27 Sep 2010Ê","24 Oct 2012Ê","27 Sep 2010Ê",""
"878","Central African Republic",482,2009,2,-1,1,NA,1,1,1,2,1,3,1,NA,1,1,1,1,1,1,1,1,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,1,NA,1,1,-1,NA,NA,1,-1,-1,1,NA,1,NA,"","Ê6 Oct 2006 a",2000-06-28,1960-10-27,1964-06-09,"","21 Jun 1991 a","27 Sep 2010Ê","24 Oct 2012Ê","27 Sep 2010Ê",""
"879","Central African Republic",482,2010,2,-1,1,NA,1,1,1,0,1,2,1,NA,1,0,1,1,1,0,1,1,0,0,0,0,1,0,1,1,1,0,1,1,1,0,1,1,1,1,1,1,NA,1,-1,-1,NA,NA,-1,-1,-1,-1,NA,1,NA,"","Ê6 Oct 2006 a",2000-06-28,1960-10-27,1964-06-09,"","21 Jun 1991 a","27 Sep 2010Ê","24 Oct 2012Ê","27 Sep 2010Ê",""
"880","Central African Republic",482,2011,3,-1,-1,NA,1,1,0,0,1,2,1,NA,1,0,1,1,1,0,1,1,0,0,0,0,1,0,1,1,1,0,1,1,1,0,1,1,1,1,1,1,NA,2,-1,1,NA,NA,-1,-1,-1,-1,NA,1,NA,"","Ê6 Oct 2006 a",2000-06-28,1960-10-27,1964-06-09,"","21 Jun 1991 a","27 Sep 2010Ê","24 Oct 2012Ê","27 Sep 2010Ê",""
"881","Chad",483,2005,2,-1,1,NA,1,1,0,0,0,0,1,NA,1,0,0,1,1,0,0,1,0,0,0,0,0,0,0,1,1,0,0,1,1,0,0,1,0,0,0,0,NA,1,1,1,3,NA,0,0,-1,0,NA,2,NA,"","18 Aug 2009 a",2000-11-06,1960-11-10,1961-06-08,"","Ê9 Jun 1995 a","Ê3 May 2002Ê","28 Aug 2002Ê","Ê3 May 2002Ê","28 Aug 2002Ê"
"882","Chad",483,2006,2,-1,1,NA,1,1,1,2,1,3,1,NA,1,1,1,0,1,1,1,1,0,0,0,0,0,0,0,1,1,1,1,0,1,1,1,1,0,0,0,0,NA,1,1,0,NA,NA,1,0,-1,0,NA,2,NA,"","18 Aug 2009 a",2000-11-06,1960-11-10,1961-06-08,"","Ê9 Jun 1995 a","Ê3 May 2002Ê","28 Aug 2002Ê","Ê3 May 2002Ê","28 Aug 2002Ê"
"883","Chad",483,2007,2,-1,1,NA,1,1,1,2,1,3,1,NA,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,0,0,1,NA,1,1,-1,NA,NA,-1,-1,-1,-1,NA,1,NA,"","18 Aug 2009 a",2000-11-06,1960-11-10,1961-06-08,"","Ê9 Jun 1995 a","Ê3 May 2002Ê","28 Aug 2002Ê","Ê3 May 2002Ê","28 Aug 2002Ê"
"884","Chad",483,2008,2,-1,1,NA,1,1,1,2,1,3,1,NA,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,0,0,1,NA,1,-1,-1,NA,NA,-1,0,-1,-1,NA,1,NA,"","18 Aug 2009 a",2000-11-06,1960-11-10,1961-06-08,"","Ê9 Jun 1995 a","Ê3 May 2002Ê","28 Aug 2002Ê","Ê3 May 2002Ê","28 Aug 2002Ê"
"885","Chad",483,2009,3,-1,-1,NA,1,1,1,2,1,3,1,NA,1,1,1,1,1,1,1,1,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,1,NA,1,-1,-1,NA,NA,-1,0,-1,-1,NA,1,NA,"","18 Aug 2009 a",2000-11-06,1960-11-10,1961-06-08,"","Ê9 Jun 1995 a","Ê3 May 2002Ê","28 Aug 2002Ê","Ê3 May 2002Ê","28 Aug 2002Ê"
"886","Chad",483,2010,2,-1,1,NA,1,1,0,0,1,2,1,NA,1,0,1,1,1,0,1,1,0,0,0,0,0,0,0,1,1,0,1,1,1,0,1,1,1,0,0,1,NA,1,-1,-1,0,NA,-1,-1,1,-1,NA,1,NA,"","18 Aug 2009 a",2000-11-06,1960-11-10,1961-06-08,"","Ê9 Jun 1995 a","Ê3 May 2002Ê","28 Aug 2002Ê","Ê3 May 2002Ê","28 Aug 2002Ê"
"887","Chad",483,2011,2,-1,2,NA,1,1,0,0,1,2,1,NA,1,0,1,1,1,0,1,1,0,0,0,0,0,0,0,1,1,0,1,1,1,0,1,1,1,0,0,1,NA,1,-1,-1,4,NA,1,-1,1,-1,NA,1,NA,"","18 Aug 2009 a",2000-11-06,1960-11-10,1961-06-08,"","Ê9 Jun 1995 a","Ê3 May 2002Ê","28 Aug 2002Ê","Ê3 May 2002Ê","28 Aug 2002Ê"
"888","Congo, Republic",484,2004,-99,0,0,NA,0,0,0,0,0,0,1,NA,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,NA,1,0,0,NA,NA,0,0,0,0,NA,0,NA,"14 Dec 2000Ê","",2002-08-23,1960-11-10,1999-11-26,"29 Jul 1980Ê","26 Jul 1982Ê","","27 Oct 2009 a","","24 Sep 2010 a"
"889","Congo, Republic",484,2008,2,-1,1,NA,1,1,0,0,1,2,1,NA,1,0,1,1,1,0,1,1,0,0,0,0,0,0,1,1,1,0,1,1,1,0,1,1,0,0,0,0,NA,1,1,1,0,NA,-1,0,-1,-1,NA,-1,NA,"14 Dec 2000Ê","",2002-08-23,1960-11-10,1999-11-26,"29 Jul 1980Ê","26 Jul 1982Ê","","27 Oct 2009 a","","24 Sep 2010 a"
"890","Congo, Republic",484,2009,2,-1,1,NA,1,1,0,0,1,2,1,NA,0,0,1,1,0,0,1,1,0,0,0,0,0,0,1,1,0,0,1,1,0,0,1,1,0,0,0,0,NA,1,1,1,0,NA,-1,-1,-1,1,NA,1,NA,"14 Dec 2000Ê","",2002-08-23,1960-11-10,1999-11-26,"29 Jul 1980Ê","26 Jul 1982Ê","","27 Oct 2009 a","","24 Sep 2010 a"
"891","Congo, Republic",484,2010,2,-1,1,NA,0,0,1,2,1,1,1,NA,0,1,1,1,0,1,1,1,0,0,0,0,0,0,1,1,0,0,1,1,0,0,1,1,0,0,0,0,NA,1,-1,1,0,NA,-1,1,-1,-1,NA,1,NA,"14 Dec 2000Ê","",2002-08-23,1960-11-10,1999-11-26,"29 Jul 1980Ê","26 Jul 1982Ê","","27 Oct 2009 a","","24 Sep 2010 a"
"892","Congo, Republic",484,2011,2,-1,2,NA,1,1,0,0,1,2,1,NA,1,0,1,0,1,0,1,1,0,0,0,0,0,0,1,1,1,0,1,0,1,0,1,1,0,0,0,0,NA,1,1,1,13,NA,1,-1,1,-1,NA,1,NA,"14 Dec 2000Ê","",2002-08-23,1960-11-10,1999-11-26,"29 Jul 1980Ê","26 Jul 1982Ê","","27 Oct 2009 a","","24 Sep 2010 a"
"893","Congo, Democratic Republic",490,2001,3,-1,-1,NA,1,1,0,0,0,0,1,NA,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,NA,1,-1,0,0,NA,-1,0,-1,-1,NA,-1,NA,"","28 Oct 2005 a",2001-06-20,1960-09-20,2001-06-20,"17 Jul 1980Ê","17 Oct 1986Ê","","11 Nov 2001 a","Ê8 Sep 2000Ê","11 Nov 2001Ê"
"894","Congo, Democratic Republic",490,2003,2,-1,1,NA,1,1,0,0,0,0,1,NA,1,0,0,1,1,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,NA,1,1,-1,0,NA,1,0,-1,0,NA,2,NA,"","28 Oct 2005 a",2001-06-20,1960-09-20,2001-06-20,"17 Jul 1980Ê","17 Oct 1986Ê","","11 Nov 2001 a","Ê8 Sep 2000Ê","11 Nov 2001Ê"
"895","Congo, Democratic Republic",490,2004,2,-1,1,NA,1,1,0,0,0,0,1,NA,1,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,NA,1,1,1,0,NA,1,0,-1,0,NA,1,NA,"","28 Oct 2005 a",2001-06-20,1960-09-20,2001-06-20,"17 Jul 1980Ê","17 Oct 1986Ê","","11 Nov 2001 a","Ê8 Sep 2000Ê","11 Nov 2001Ê"
"896","Congo, Democratic Republic",490,2005,2,-1,1,NA,1,1,0,0,0,0,1,NA,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,NA,1,1,1,NA,NA,1,0,0,0,NA,1,NA,"","28 Oct 2005 a",2001-06-20,1960-09-20,2001-06-20,"17 Jul 1980Ê","17 Oct 1986Ê","","11 Nov 2001 a","Ê8 Sep 2000Ê","11 Nov 2001Ê"
"897","Congo, Democratic Republic",490,2006,2,-1,1,NA,1,1,0,0,0,0,1,NA,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,NA,1,1,1,1,NA,1,0,-1,0,NA,2,NA,"","28 Oct 2005 a",2001-06-20,1960-09-20,2001-06-20,"17 Jul 1980Ê","17 Oct 1986Ê","","11 Nov 2001 a","Ê8 Sep 2000Ê","11 Nov 2001Ê"
"898","Congo, Democratic Republic",490,2007,2,-1,1,NA,1,1,0,0,0,0,1,NA,1,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,1,0,0,1,0,0,0,1,0,0,0,1,NA,1,1,1,0,NA,1,0,-1,-1,NA,2,NA,"","28 Oct 2005 a",2001-06-20,1960-09-20,2001-06-20,"17 Jul 1980Ê","17 Oct 1986Ê","","11 Nov 2001 a","Ê8 Sep 2000Ê","11 Nov 2001Ê"
"899","Congo, Democratic Republic",490,2008,2,-1,1,NA,1,1,0,0,1,2,1,NA,1,0,1,1,1,0,1,1,0,0,0,1,1,0,0,1,1,0,0,1,0,0,1,1,0,0,1,1,NA,1,1,1,1,NA,1,0,-1,1,NA,2,NA,"","28 Oct 2005 a",2001-06-20,1960-09-20,2001-06-20,"17 Jul 1980Ê","17 Oct 1986Ê","","11 Nov 2001 a","Ê8 Sep 2000Ê","11 Nov 2001Ê"
"900","Congo, Democratic Republic",490,2009,2,-1,1,NA,1,1,0,0,1,2,1,NA,1,0,0,1,1,0,1,1,0,0,0,1,1,0,0,1,1,0,0,1,0,0,1,1,0,0,1,1,NA,1,1,1,1,NA,-1,0,1,1,NA,1,NA,"","28 Oct 2005 a",2001-06-20,1960-09-20,2001-06-20,"17 Jul 1980Ê","17 Oct 1986Ê","","11 Nov 2001 a","Ê8 Sep 2000Ê","11 Nov 2001Ê"
"901","Congo, Democratic Republic",490,2010,3,-1,-1,NA,1,1,0,0,1,2,1,NA,1,0,1,1,0,0,1,1,0,0,0,1,0,0,0,1,1,0,0,1,0,0,0,1,1,0,0,1,NA,1,1,1,5,NA,1,-1,1,0,NA,1,NA,"","28 Oct 2005 a",2001-06-20,1960-09-20,2001-06-20,"17 Jul 1980Ê","17 Oct 1986Ê","","11 Nov 2001 a","Ê8 Sep 2000Ê","11 Nov 2001Ê"
"902","Congo, Democratic Republic",490,2011,3,-1,-1,NA,1,1,0,0,1,2,1,NA,1,0,1,1,1,0,1,1,0,0,0,1,1,0,0,1,1,0,1,1,1,0,1,1,1,0,0,1,NA,1,1,1,NA,NA,-1,-1,-1,0,NA,-1,NA,"","28 Oct 2005 a",2001-06-20,1960-09-20,2001-06-20,"17 Jul 1980Ê","17 Oct 1986Ê","","11 Nov 2001 a","Ê8 Sep 2000Ê","11 Nov 2001Ê"
"903","Uganda",500,2001,2,-1,1,NA,1,1,0,0,0,0,0,NA,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,NA,1,0,0,NA,NA,1,0,-1,0,NA,1,NA,"12 Dec 2000Ê","",2001-06-21,1963-06-04,1963-06-04,"30 Jul 1980Ê","22 Jul 1985Ê","","30 Nov 2001 a","","Ê6 May 2002 a"
"904","Uganda",500,2002,2,-1,1,NA,1,1,0,0,0,0,1,NA,1,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,1,1,0,0,1,NA,1,-1,1,0,NA,1,0,-1,0,NA,1,NA,"12 Dec 2000Ê","",2001-06-21,1963-06-04,1963-06-04,"30 Jul 1980Ê","22 Jul 1985Ê","","30 Nov 2001 a","","Ê6 May 2002 a"
"905","Uganda",500,2003,2,-1,1,NA,1,1,0,0,0,0,1,NA,1,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,1,1,0,0,0,NA,1,-1,1,0,NA,1,0,1,0,NA,2,NA,"12 Dec 2000Ê","",2001-06-21,1963-06-04,1963-06-04,"30 Jul 1980Ê","22 Jul 1985Ê","","30 Nov 2001 a","","Ê6 May 2002 a"
"906","Uganda",500,2004,2,-1,1,NA,1,1,0,0,0,0,1,NA,1,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,1,1,0,0,1,NA,1,-1,1,0,NA,1,0,1,-1,NA,2,NA,"12 Dec 2000Ê","",2001-06-21,1963-06-04,1963-06-04,"30 Jul 1980Ê","22 Jul 1985Ê","","30 Nov 2001 a","","Ê6 May 2002 a"
"907","Uganda",500,2005,2,-1,1,NA,1,1,0,0,1,2,1,NA,1,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,1,1,0,0,1,NA,1,1,0,NA,NA,1,0,1,-1,NA,2,NA,"12 Dec 2000Ê","",2001-06-21,1963-06-04,1963-06-04,"30 Jul 1980Ê","22 Jul 1985Ê","","30 Nov 2001 a","","Ê6 May 2002 a"
"908","Uganda",500,2006,2,-1,1,NA,1,1,0,0,0,0,1,NA,1,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,1,1,0,0,1,NA,1,1,1,0,NA,1,0,1,0,NA,2,NA,"12 Dec 2000Ê","",2001-06-21,1963-06-04,1963-06-04,"30 Jul 1980Ê","22 Jul 1985Ê","","30 Nov 2001 a","","Ê6 May 2002 a"
"909","Uganda",500,2007,2,-1,1,NA,1,1,1,2,1,3,1,NA,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,0,0,1,NA,1,1,0,NA,NA,1,0,1,0,NA,2,NA,"12 Dec 2000Ê","",2001-06-21,1963-06-04,1963-06-04,"30 Jul 1980Ê","22 Jul 1985Ê","","30 Nov 2001 a","","Ê6 May 2002 a"
